location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Barnet,929.0,5,1,Terraced,1934,1.080902649999031,"concierge, ensuite, garden, lift, loft",1036341.0
Merton,1063.0,5,2,Terraced,1871,1.518424632683079,"gym, river_view",1522473.0
Richmond upon Thames,1080.0,3,2,Semi-Detached,1957,0.9932655872342908,"garden, lift, loft",1592081.0
Redbridge,1269.0,1,3,Flat,1861,1.0409079110943904,"garage, parking, river_view",1729809.0
Bromley,1068.0,4,3,Flat,1961,1.0610853950747,gym,1439290.0
Hillingdon,452.0,3,2,Semi-Detached,1884,0.13792842105952674,"balcony, concierge, ensuite, lift, new_build",120000.0
Croydon,1453.0,2,1,Flat,1872,1.1124405911921398,"concierge, loft",2290718.0
Havering,1170.0,3,1,Flat,1888,0.6405137575356558,"cellar, ensuite, garden, gym, loft, river_view",1686373.0
Ealing,697.0,2,3,Terraced,1865,2.0190676984547427,"cellar, concierge, gym, study",120824.0
Croydon,541.0,2,2,Flat,2004,1.7721606336168019,"ensuite, lift",120000.0
Bexley,1001.0,5,3,Maisonette,2012,0.26673621277845855,"balcony, lift, parking, river_view",1426826.0
Harrow,767.0,2,2,Detached,2010,0.2532401371229602,"balcony, concierge, near_tube",556432.0
Hounslow,949.0,3,3,Studio,1974,3.4074622770393455,"cellar, lift, study",1153409.0
Sutton,1073.0,4,2,Studio,1890,0.06169785998314325,"balcony, concierge, garden, near_tube, new_build, river_view",1419673.0
Haringey,680.0,2,3,Flat,1982,0.5639998108955473,"ensuite, lift, new_build, park_view",408020.0
Hammersmith and Fulham,515.0,4,2,Flat,1982,0.3398838615269979,"balcony, cellar, garden, near_tube, park_view, parking",120000.0
Enfield,966.0,5,1,Semi-Detached,1891,2.2417916144838035,"cellar, ensuite, garden, lift, new_build, river_view",1113115.0
Wandsworth,690.0,5,1,Flat,1995,0.8745338507445107,"balcony, concierge, ensuite, garage, lift, river_view",700387.0
Camden,894.0,1,1,Studio,2023,0.5399383541876173,"cellar, garden, loft",1038647.0
Hackney,447.0,3,2,Flat,1915,1.0121696878283988,"balcony, garden, river_view",120000.0
Enfield,774.0,1,3,Terraced,1952,3.21330927724348,"cellar, concierge, gym, loft, new_build, park_view",414581.0
Waltham Forest,1064.0,4,2,Semi-Detached,2001,1.403540074278511,"cellar, garage, gym, lift, loft, study",1568455.0
Bromley,1032.0,2,3,Maisonette,1895,1.3818916327034312,"balcony, ensuite, garden",1046183.0
Bexley,613.0,5,1,Terraced,2022,0.20552483556877796,"ensuite, garage, garden, near_tube, new_build",120000.0
Hackney,500.0,1,2,Terraced,1902,2.0942112504294603,"garage, gym, near_tube, study",120000.0
Havering,855.0,5,2,Flat,2018,0.41479371915246505,study,778302.0
Greenwich,1018.0,2,1,Terraced,1890,1.3170328790516932,cellar,965456.0
Newham,972.0,5,2,Semi-Detached,1979,0.49498024512513183,garden,1144401.0
Merton,696.0,1,2,Terraced,1941,1.004482816776193,"new_build, parking",201524.0
Barking and Dagenham,939.0,2,2,Semi-Detached,1914,0.9635028783500371,"cellar, ensuite, garden, loft, park_view, study",983357.0
Tower Hamlets,1301.0,2,2,Flat,1926,4.984733000444587,"cellar, parking",2171177.0
Kensington and Chelsea,912.0,5,1,Flat,1889,0.6866520763128606,"balcony, garage, loft, park_view, parking, river_view",1499171.0
Tower Hamlets,360.0,4,3,Studio,1966,1.2123021146142163,"balcony, concierge, new_build",120000.0
Merton,911.0,5,1,Flat,2022,0.8655335185757248,"balcony, new_build, river_view",1092976.0
Lewisham,1463.0,3,3,Terraced,1951,0.32142605725132134,"balcony, near_tube",2731200.0
Richmond upon Thames,464.0,4,3,Terraced,1898,1.3155405632729649,"ensuite, garage, gym, new_build",120000.0
Kensington and Chelsea,859.0,4,1,Maisonette,1966,1.8452609556631798,"concierge, new_build, park_view, study",1262215.0
Greenwich,782.0,4,1,Flat,1926,0.367850000024332,"new_build, river_view",625338.0
Lewisham,879.0,5,2,Flat,2010,0.7882333573322842,"concierge, garage, gym, near_tube, river_view",859347.0
Hounslow,908.0,5,3,Detached,1895,1.0261436514586697,"concierge, ensuite, park_view, parking, study",900135.0
Enfield,1192.0,3,2,Semi-Detached,1940,1.7070535004957748,"garden, loft, new_build, park_view, parking",1611416.0
Westminster,875.0,3,2,Terraced,1936,1.756407478778484,"garage, lift, river_view",1157453.0
Harrow,1233.0,4,3,Flat,2004,0.19090530993145272,"ensuite, loft, new_build, study",2096979.0
Harrow,815.0,4,2,Flat,1869,3.383892021733897,"garden, lift, park_view",470089.0
Ealing,745.0,5,3,Maisonette,1957,1.4091949171588298,"cellar, concierge, loft, new_build, parking, river_view",589790.0
Bromley,649.0,4,3,Semi-Detached,1990,0.9820567724226719,"balcony, cellar, parking",173814.0
Hammersmith and Fulham,305.0,5,1,Maisonette,1912,1.6972393189850605,"balcony, river_view",120000.0
Southwark,933.0,4,2,Studio,1937,2.485836954441788,"balcony, cellar, near_tube",1013997.0
Croydon,1466.0,5,1,Terraced,1901,0.8552620779692603,"concierge, ensuite, gym, park_view, river_view, study",2666070.0
Islington,987.0,4,1,Terraced,1922,0.7767606847939473,"balcony, ensuite, gym, loft, near_tube, study",1307491.0
Brent,1056.0,5,1,Semi-Detached,2015,0.3271248657091796,"cellar, new_build, park_view",1466049.0
Hammersmith and Fulham,726.0,1,1,Detached,1913,0.7851396200291652,"cellar, concierge, garage, garden, park_view, river_view",444096.0
Kingston upon Thames,777.0,5,1,Semi-Detached,1885,1.4813913556016263,"cellar, river_view",566807.0
Hammersmith and Fulham,1145.0,2,3,Flat,1950,0.7860703655694545,"parking, river_view",2037337.0
Hammersmith and Fulham,1453.0,4,2,Maisonette,1931,0.7613049199171936,"balcony, concierge",3007985.0
Harrow,1296.0,2,2,Semi-Detached,1985,2.9199685656863408,"cellar, loft",2048590.0
Lewisham,1092.0,3,3,Detached,1856,1.1988188893107645,"gym, park_view",1376774.0
Westminster,861.0,4,3,Flat,2007,1.2008612748042287,"ensuite, river_view",1321831.0
Wandsworth,913.0,3,2,Terraced,1972,1.497713380901477,"garage, loft, study",1228444.0
Lewisham,624.0,4,2,Semi-Detached,1996,1.91951168906627,concierge,149427.0
Kingston upon Thames,416.0,1,2,Semi-Detached,1920,1.0459645305964274,"garden, lift, study",120000.0
Havering,512.0,5,2,Flat,1927,0.46895858129232293,"cellar, lift, park_view, study",120000.0
Lewisham,865.0,3,2,Flat,1908,1.3969848969305818,"garage, near_tube, study",656647.0
Havering,762.0,4,1,Semi-Detached,1995,2.098401393701421,"garage, loft, park_view",532487.0
Hillingdon,409.0,2,1,Studio,1862,1.3809213423797173,"gym, loft",120000.0
Croydon,839.0,3,1,Flat,1941,1.6870406464367083,lift,617319.0
Enfield,754.0,3,2,Flat,1895,0.7614713255197365,"cellar, ensuite, gym, new_build, parking, study",292958.0
Sutton,498.0,1,3,Terraced,1961,0.541128223521682,"cellar, garage, loft, near_tube, park_view, parking",120000.0
Bexley,739.0,3,2,Flat,2017,1.1410320800228788,"ensuite, loft, parking",341299.0
City of London,754.0,4,1,Flat,1967,0.6538454009183202,"balcony, cellar, garage, near_tube, river_view",1001788.0
Croydon,665.0,5,2,Terraced,1857,2.5352349609718376,ensuite,189177.0
Newham,1128.0,5,3,Terraced,1919,1.4296604197642158,"concierge, lift",1674970.0
Hillingdon,279.0,2,2,Flat,1855,0.6929215921978686,"concierge, ensuite, near_tube, park_view",120000.0
Hackney,254.0,4,1,Flat,1934,0.38958095312458263,"ensuite, gym, loft, near_tube, park_view",120000.0
Brent,851.0,1,1,Studio,1880,2.051264877150386,"concierge, ensuite, garden, new_build, park_view",654948.0
Hounslow,879.0,5,2,Terraced,1970,0.44743146806102413,"concierge, garage, new_build",967750.0
Lewisham,971.0,5,3,Semi-Detached,1942,1.0040436794376273,"cellar, concierge, gym, lift, near_tube, park_view",978817.0
Barking and Dagenham,688.0,5,1,Flat,1903,1.2099219861831443,"cellar, garage, garden, new_build",226809.0
Merton,575.0,3,3,Detached,1999,0.45281577608535695,"concierge, park_view",120000.0
Newham,848.0,2,3,Detached,1979,0.8911683685666624,"garden, loft, parking",593906.0
Hackney,718.0,4,1,Flat,1959,2.279362444036952,"ensuite, garage",499360.0
Enfield,1315.0,4,1,Semi-Detached,1911,0.2699898380760885,park_view,2083053.0
Croydon,753.0,2,1,Semi-Detached,1897,2.0422996854144224,concierge,123423.0
Haringey,834.0,3,2,Flat,1951,1.149354278044998,"cellar, garage, park_view",905457.0
Redbridge,1593.0,4,1,Semi-Detached,1987,0.5944318696259817,cellar,3031886.0
Westminster,792.0,3,3,Flat,1995,0.2522376537767638,"concierge, garden, gym, near_tube, river_view, study",1026967.0
Croydon,1017.0,2,1,Terraced,1985,0.9116412238942454,"balcony, concierge, garden, new_build, park_view, parking",1145720.0
Havering,1044.0,2,2,Studio,1854,0.6221833152582749,"cellar, garage, garden, loft, park_view",1081783.0
Hounslow,1069.0,3,3,Flat,2021,0.9027359897861781,"concierge, ensuite, new_build, park_view, river_view",1467309.0
Kingston upon Thames,937.0,2,1,Flat,1891,1.5183285861673483,"garden, gym, loft, river_view",973781.0
Westminster,908.0,2,1,Flat,1851,0.23307459534028407,"balcony, cellar, garage, near_tube, parking",1098507.0
Barking and Dagenham,880.0,1,3,Studio,1947,1.1009824736743188,"balcony, garage, garden, loft, new_build, park_view",674411.0
Camden,677.0,2,1,Flat,1929,3.0275846731972016,"balcony, ensuite, garage, garden",380866.0
Bromley,948.0,4,2,Flat,1868,0.6950019327713939,"balcony, gym, lift, new_build, park_view",937061.0
Haringey,1459.0,2,1,Semi-Detached,1887,1.3672497898263316,"new_build, park_view",2433009.0
Hackney,1213.0,1,1,Semi-Detached,1885,0.13464887930569666,"balcony, concierge, garden, near_tube, parking, study",1905545.0
Bexley,941.0,5,2,Terraced,1926,0.23141789473189123,"concierge, lift, new_build, park_view, parking",992938.0
Enfield,1107.0,3,2,Studio,1980,0.5578013718637707,parking,1505379.0
Haringey,589.0,3,2,Flat,1968,2.3561144580331708,"park_view, study",120000.0
Hammersmith and Fulham,772.0,3,3,Terraced,1854,0.6379685964835492,new_build,693144.0
Tower Hamlets,1134.0,3,1,Terraced,1880,1.398733647433984,"river_view, study",1443213.0
Southwark,1296.0,3,2,Flat,1956,0.6317865200359528,"balcony, ensuite, garden, gym, park_view",2158920.0
Harrow,619.0,4,1,Maisonette,1989,0.3321441294438661,"gym, new_build, parking, river_view, study",206566.0
Wandsworth,705.0,5,3,Terraced,1855,0.8219567837909416,"balcony, garage, gym, park_view, river_view, study",469472.0
Ealing,1504.0,5,2,Flat,1908,1.490154281987318,garden,2775192.0
Hounslow,879.0,3,3,Flat,1870,2.054967256903392,"garden, gym, loft, river_view",705962.0
Merton,1397.0,2,1,Flat,1934,0.9132677490532606,"cellar, ensuite, new_build, park_view, river_view",2336021.0
Lambeth,912.0,1,2,Maisonette,1917,1.3957365012364695,"balcony, concierge, garage, new_build, park_view, study",924635.0
Richmond upon Thames,924.0,3,1,Flat,1880,1.0370299544659627,cellar,896264.0
Kensington and Chelsea,758.0,5,1,Maisonette,2017,1.1112102378420674,"loft, near_tube, new_build, parking",992285.0
Camden,1133.0,2,3,Flat,1982,0.460448954688216,new_build,1932248.0
Greenwich,1257.0,5,3,Studio,1944,0.5039495705412818,near_tube,2071015.0
Lambeth,539.0,4,1,Detached,1983,0.36438951229230515,"balcony, cellar, garage, garden, near_tube, river_view",120000.0
Redbridge,744.0,4,2,Flat,1904,0.6689036705423982,"ensuite, garden, lift, near_tube, new_build, study",432543.0
Lambeth,1125.0,3,3,Flat,2012,1.8526228781100644,"cellar, new_build",1588337.0
Havering,811.0,4,1,Detached,1921,2.752399785417158,"balcony, cellar, near_tube, new_build, park_view, parking",418517.0
Barnet,702.0,1,3,Flat,1917,1.850229861109462,"balcony, cellar, loft, new_build, park_view, study",297868.0
Greenwich,1153.0,1,1,Flat,1948,1.3476353765902525,"cellar, lift, parking, river_view",1556799.0
Bexley,1181.0,1,2,Detached,1950,1.015158328842192,"concierge, lift",1562863.0
Camden,715.0,4,3,Maisonette,1957,1.8465746531264675,"ensuite, garage, garden, gym, lift",734609.0
Brent,914.0,3,3,Semi-Detached,1994,5.7693918537773135,"garden, gym, park_view, study",916294.0
Ealing,487.0,2,1,Maisonette,1896,1.1915123065748956,"cellar, garage, new_build",120000.0
Croydon,581.0,1,1,Terraced,1973,1.477396590354826,"balcony, ensuite, garage, park_view, parking, study",120000.0
Tower Hamlets,887.0,3,1,Semi-Detached,1884,1.1992084691130442,"balcony, garden, river_view, study",901344.0
Kingston upon Thames,859.0,2,2,Flat,1891,3.2657881190561038,"balcony, ensuite",648472.0
Enfield,560.0,1,1,Semi-Detached,1936,0.8896697843043027,"cellar, gym, study",120000.0
Southwark,635.0,1,3,Semi-Detached,1941,0.4993803467105641,"new_build, parking",278808.0
Bexley,530.0,4,1,Terraced,1962,1.6161405102554327,"cellar, garden, gym, new_build",120000.0
Hammersmith and Fulham,987.0,4,2,Studio,1874,0.5009004869733349,"lift, parking",1351168.0
Sutton,260.0,2,3,Terraced,1992,1.2547899561499267,"ensuite, loft, near_tube, park_view",120000.0
Hounslow,547.0,3,2,Terraced,1946,1.0204777794058695,"cellar, garage, parking",120000.0
Tower Hamlets,291.0,2,2,Terraced,1953,1.3764345262675983,balcony,120000.0
Havering,976.0,3,1,Flat,1980,1.0553531674855736,river_view,1007010.0
Havering,309.0,1,3,Flat,1970,0.17943964580650026,gym,120000.0
Haringey,860.0,5,3,Studio,1924,1.514573582823428,study,776692.0
Greenwich,1342.0,4,3,Flat,1934,1.2853600231427442,garden,2358514.0
Redbridge,1352.0,5,1,Semi-Detached,1890,2.164398495988163,"balcony, concierge, garage, study",2248034.0
Waltham Forest,308.0,2,2,Terraced,1948,0.5455698860576722,"cellar, ensuite, park_view, river_view",120000.0
Barking and Dagenham,940.0,5,3,Maisonette,1885,0.15261678030882098,garage,935695.0
Barking and Dagenham,553.0,3,3,Semi-Detached,1960,1.6052540143985967,"ensuite, new_build, study",120000.0
Sutton,492.0,1,2,Flat,1922,1.5572181866123085,"gym, new_build",120000.0
Hounslow,816.0,2,3,Flat,1891,1.4904465182616529,"lift, near_tube, park_view, river_view",489560.0
Greenwich,1218.0,5,1,Semi-Detached,1932,3.633264925393611,"balcony, cellar, garden, study",1964489.0
Brent,1030.0,4,3,Flat,2012,0.05,"balcony, garden, loft, near_tube",1406224.0
Southwark,635.0,4,2,Terraced,1947,0.15013443564348208,"park_view, river_view, study",264197.0
Lewisham,1062.0,2,3,Flat,1910,0.3199398541767748,concierge,1249422.0
Newham,250.0,4,2,Flat,1928,1.7323740492615776,"cellar, concierge, garden, gym, lift",120000.0
Merton,624.0,5,2,Studio,1955,2.2823014919015425,"ensuite, gym, lift, river_view, study",177889.0
Croydon,603.0,1,3,Maisonette,1876,1.0580607912001287,"cellar, garage, garden, lift, loft, study",120000.0
Hounslow,873.0,2,3,Semi-Detached,1947,1.5253188159128368,"balcony, garden, gym, lift, parking",758202.0
Islington,789.0,1,3,Flat,1855,0.5155045787014473,"balcony, study",513666.0
Lewisham,808.0,1,1,Studio,1998,0.4069311576513035,"balcony, garden, gym, lift, parking",720323.0
Redbridge,798.0,5,2,Terraced,1956,0.21349522472649132,"balcony, garage, gym, loft, new_build, park_view",630904.0
Bexley,857.0,2,3,Studio,1869,1.5210529116945282,cellar,518147.0
Ealing,1012.0,1,3,Flat,1931,2.1715878925528385,"ensuite, gym, lift, parking",1241536.0
Brent,895.0,1,2,Flat,2003,0.2861238524040492,"garage, lift, new_build, study",752216.0
Lambeth,765.0,5,3,Semi-Detached,2017,0.4886254439012981,"balcony, garage, garden, lift, parking, river_view",811731.0
Newham,971.0,3,2,Maisonette,1873,0.6571775594444728,"garage, loft, river_view, study",871199.0
Kingston upon Thames,1098.0,4,1,Flat,1897,0.3330368325391176,"garden, lift, near_tube, parking, river_view, study",1544870.0
Havering,683.0,2,3,Flat,1875,1.273347083497471,"balcony, garden, gym, near_tube, study",226129.0
Westminster,832.0,4,2,Terraced,1914,0.7435713872016066,"ensuite, garage, gym, lift, parking",892451.0
Harrow,1199.0,5,2,Studio,2000,2.430491480230902,garden,1867813.0
Waltham Forest,519.0,4,1,Semi-Detached,1972,0.5226294062051616,"cellar, lift, parking, study",120000.0
Harrow,1391.0,3,1,Maisonette,1894,1.8535595644259222,"balcony, ensuite, lift, near_tube, parking",2198217.0
Bromley,448.0,2,2,Semi-Detached,1906,0.23112767689796326,study,120000.0
Southwark,746.0,2,3,Detached,1956,0.58481512864245,"cellar, ensuite, gym, park_view, river_view, study",678804.0
Croydon,565.0,3,1,Terraced,1953,1.0945183408518655,"balcony, ensuite, near_tube, new_build, parking",120000.0
City of London,1506.0,3,3,Flat,1930,1.2818708009255422,"cellar, concierge, ensuite, garden, gym, parking",3027916.0
Haringey,699.0,1,3,Semi-Detached,1923,2.6815622743186673,"cellar, ensuite, gym, parking",165563.0
Greenwich,700.0,1,2,Terraced,2012,1.246211843032296,"balcony, garden, gym, near_tube, park_view, river_view",283771.0
Lambeth,739.0,3,3,Terraced,1937,1.2612039161795139,"garage, lift, loft, parking, river_view, study",433240.0
Kingston upon Thames,879.0,1,3,Flat,1986,0.4127527279986913,cellar,885420.0
City of London,751.0,3,3,Semi-Detached,2017,0.4686953584497122,"cellar, garden, gym, lift, loft, new_build",1019953.0
Bexley,810.0,2,3,Detached,1908,0.6480563698438426,"concierge, garage, garden, lift",524783.0
Croydon,250.0,2,3,Flat,1985,0.962022897437266,"lift, new_build, parking",120000.0
Bexley,867.0,1,3,Maisonette,1991,0.8883821003074099,"gym, lift",619985.0
Kingston upon Thames,855.0,3,1,Flat,1888,1.2898586100270242,"lift, loft, near_tube",666664.0
Southwark,1162.0,1,2,Flat,1889,2.485423796070271,"concierge, ensuite, garden, loft",1562134.0
Kingston upon Thames,1243.0,4,3,Flat,1878,0.9979437578103656,"ensuite, garage, loft, park_view",2038646.0
Lambeth,794.0,5,2,Terraced,1957,1.6896542280923803,"balcony, garage, loft, parking, study",845484.0
City of London,1095.0,5,1,Flat,1982,0.4635897468648534,"ensuite, gym, near_tube, new_build, park_view",1942712.0
Enfield,520.0,4,3,Semi-Detached,1980,2.732374386667969,"balcony, concierge, lift, park_view, parking",120000.0
Richmond upon Thames,1080.0,5,2,Semi-Detached,1917,0.9712079464841741,"cellar, ensuite, garden, lift",1604107.0
Lewisham,678.0,5,3,Terraced,1972,2.7030917757344697,"balcony, garage, loft, park_view, parking, study",439491.0
Enfield,495.0,4,1,Maisonette,1855,0.7916304580852002,"cellar, concierge, garage, loft, near_tube, parking",120000.0
Hackney,794.0,2,1,Studio,1964,0.6915430286082308,"concierge, garage, garden, gym, new_build, study",700442.0
Hackney,1270.0,3,2,Flat,1932,0.5724880668484745,"balcony, concierge, loft, new_build, river_view",2086306.0
Kingston upon Thames,904.0,5,1,Flat,1994,0.35627277207224256,"lift, parking",1041959.0
Hillingdon,1299.0,4,2,Flat,2018,1.9577083538082443,"balcony, cellar, garage, near_tube, new_build, river_view",2181047.0
City of London,625.0,2,2,Semi-Detached,1946,0.4884744608701394,"cellar, lift, loft, near_tube, new_build, parking",551186.0
Haringey,1164.0,1,1,Flat,1958,1.259236919297318,"new_build, park_view",1671738.0
City of London,654.0,1,3,Semi-Detached,2011,0.3193008586207939,"balcony, cellar, ensuite, garage, lift, near_tube",689096.0
Tower Hamlets,918.0,2,1,Semi-Detached,1909,3.252575353948161,"garden, loft, near_tube, parking",969231.0
Bexley,915.0,5,3,Terraced,1875,1.9901586159156701,"ensuite, garage, lift, new_build, river_view",985231.0
Wandsworth,1048.0,3,1,Flat,1938,1.89749031861061,"garage, new_build, study",1392248.0
Merton,925.0,1,2,Flat,1911,1.1059871641879957,"ensuite, study",893329.0
Barnet,628.0,5,3,Flat,1960,0.8857498495681476,"new_build, river_view, study",203640.0
Wandsworth,1114.0,3,1,Detached,1986,0.6105941966566372,"garage, parking",1908808.0
Croydon,1369.0,2,3,Semi-Detached,1937,2.6710178143650274,lift,2247128.0
Kingston upon Thames,675.0,5,1,Terraced,1903,0.22527117799892013,"balcony, gym, new_build",372459.0
Tower Hamlets,299.0,2,3,Semi-Detached,1948,1.5440003949720171,"cellar, ensuite, garage, gym, loft, parking",120000.0
Waltham Forest,1000.0,4,3,Terraced,1927,0.5084399971049024,new_build,1196596.0
Brent,751.0,5,1,Flat,1882,0.3176773345754351,"near_tube, new_build",624505.0
Harrow,811.0,3,2,Flat,1984,0.7321343538614191,"concierge, garden",766513.0
Waltham Forest,1017.0,4,3,Flat,1907,0.7418006256515629,"ensuite, river_view",1200918.0
Bexley,713.0,2,1,Flat,1943,1.3102639516461372,cellar,124930.0
Lambeth,769.0,5,1,Flat,2008,2.1350687193818896,"new_build, study",680267.0
Hounslow,820.0,1,1,Semi-Detached,1882,0.861897906602698,"concierge, ensuite, lift, loft",402978.0
Camden,1291.0,2,2,Flat,1924,0.16054500260803087,"balcony, garden, near_tube",2232479.0
Brent,859.0,5,3,Flat,1880,0.4750445821719849,"balcony, garage, park_view, parking",690318.0
Barking and Dagenham,479.0,3,2,Flat,1926,0.852440906111355,"balcony, concierge, garden, near_tube, new_build, study",120000.0
Barnet,491.0,1,2,Flat,1902,0.6708771449771967,ensuite,120000.0
Havering,892.0,3,3,Flat,2009,1.5454306097854231,"cellar, study",798296.0
Croydon,511.0,2,1,Flat,1902,1.2709199740160648,"balcony, cellar, lift, near_tube, river_view, study",120000.0
Lewisham,381.0,3,3,Flat,1956,1.7445534418418045,"cellar, loft",120000.0
Wandsworth,1041.0,2,1,Studio,1873,0.08399743506335482,new_build,1344357.0
Croydon,1055.0,2,1,Flat,1929,2.0099403394944386,"concierge, new_build",1246505.0
Hammersmith and Fulham,740.0,5,3,Flat,1995,0.17847758514537881,"ensuite, park_view, study",884082.0
Barnet,938.0,1,2,Terraced,1966,1.4600240404071883,"cellar, gym",1024485.0
Barnet,906.0,4,2,Flat,1899,2.3730591486489083,"balcony, lift, near_tube, new_build",891008.0
Newham,1031.0,1,1,Terraced,2019,0.06934096289808887,"balcony, garage",1309822.0
Islington,1031.0,3,2,Flat,1989,0.892483560130853,"balcony, garage, park_view, river_view",1515889.0
Newham,250.0,4,3,Maisonette,1920,0.6748666490739968,"cellar, ensuite, lift, new_build, park_view, river_view",120000.0
Barnet,778.0,5,1,Maisonette,2019,0.28360569902767097,"garden, river_view",538575.0
Harrow,1005.0,2,1,Semi-Detached,1882,0.06991330952320834,"ensuite, near_tube, new_build, park_view",1194745.0
Ealing,727.0,1,1,Flat,1907,2.039043935451869,"cellar, garage, garden, lift, study",151773.0
Tower Hamlets,861.0,4,2,Terraced,2011,0.3017512602621169,cellar,863768.0
Sutton,1075.0,5,3,Flat,2018,5.011221082342002,"garden, parking, study",1375797.0
Lewisham,874.0,3,1,Semi-Detached,1993,0.3276692339050031,"cellar, ensuite, near_tube, parking",854309.0
Greenwich,1302.0,1,3,Flat,1883,0.35428289277771263,"cellar, loft",2177260.0
Hounslow,1188.0,3,3,Semi-Detached,1888,0.05,"ensuite, garden, new_build",1691606.0
Haringey,814.0,2,2,Flat,1962,0.30069251752694776,"ensuite, garage, gym",663314.0
Richmond upon Thames,791.0,3,3,Terraced,1859,0.41844319091971155,"cellar, garage, new_build, park_view, river_view, study",765739.0
Brent,250.0,1,3,Flat,2022,0.9208973171362489,ensuite,120000.0
Camden,752.0,2,3,Flat,2013,1.4615051488834803,"balcony, loft, parking, study",722003.0
Camden,444.0,5,2,Semi-Detached,1990,0.5774635450297839,"cellar, concierge, garden, near_tube, parking, study",120000.0
Bexley,916.0,1,1,Terraced,2018,1.4483359051386497,"concierge, ensuite, garage, gym, park_view, study",980042.0
Southwark,896.0,5,3,Flat,1889,2.944499373758959,"ensuite, gym, parking, river_view",998019.0
Sutton,1059.0,3,2,Flat,2003,0.7607609738746867,"ensuite, gym, loft",1424591.0
Hammersmith and Fulham,1269.0,3,1,Detached,1894,0.6066838277167682,cellar,2049427.0
Richmond upon Thames,842.0,5,3,Terraced,1871,0.35457981645493825,"concierge, loft",817761.0
Lewisham,1534.0,2,2,Terraced,1895,0.940451125389198,"cellar, concierge, ensuite, garden, new_build",2737409.0
Hammersmith and Fulham,920.0,5,3,Terraced,1984,2.6449336597834088,new_build,1300960.0
Tower Hamlets,457.0,2,3,Terraced,2014,0.9034524287379044,"balcony, concierge, ensuite, loft, river_view",120000.0
Islington,681.0,2,1,Terraced,1956,1.4894245556823966,"balcony, garage, lift, near_tube, park_view, river_view",329137.0
Barnet,738.0,3,3,Flat,1892,0.9466368329796641,"ensuite, near_tube, new_build",387792.0
Wandsworth,1028.0,4,3,Terraced,1954,0.8829940133512809,"balcony, lift, loft, new_build, parking",1442785.0
Croydon,566.0,2,3,Terraced,1938,4.447123275108438,"balcony, gym, near_tube, new_build, park_view, parking",120000.0
Croydon,761.0,4,1,Flat,1940,1.2477141574463386,"garage, park_view, parking, river_view, study",329524.0
Camden,802.0,1,3,Semi-Detached,1910,1.8542193479332152,"balcony, garden, park_view, river_view",726543.0
Islington,716.0,4,3,Flat,1874,1.386600726302057,"cellar, ensuite, parking, study",601682.0
Kensington and Chelsea,1093.0,4,3,Flat,1912,0.9216533794936504,"lift, loft",1899986.0
Lambeth,1042.0,3,2,Detached,2004,0.5590756328620317,ensuite,1386798.0
Hammersmith and Fulham,1200.0,4,3,Detached,1921,2.6006598041258076,"cellar, garden, gym, near_tube, study",2046303.0
Wandsworth,751.0,4,2,Flat,1853,0.1468115074983378,"ensuite, garage, gym, parking",521478.0
Ealing,1211.0,5,1,Semi-Detached,1910,0.491147720156216,"cellar, garage, garden, parking, river_view, study",1944622.0
Wandsworth,441.0,2,3,Flat,1930,0.4996816664766495,"cellar, concierge, garage, near_tube, parking",120000.0
Wandsworth,433.0,3,2,Semi-Detached,1954,1.9468303757603356,"near_tube, park_view",120000.0
Brent,486.0,3,1,Terraced,1961,2.6841476537087274,"balcony, garage, gym, near_tube, new_build, study",120000.0
Ealing,853.0,2,2,Semi-Detached,1924,0.24314555128905627,near_tube,821636.0
Wandsworth,1211.0,5,1,Flat,1874,0.8146184965406974,cellar,1890134.0
Lewisham,669.0,3,2,Flat,1926,1.9037328516574274,"balcony, lift, loft, new_build",178869.0
Barnet,707.0,3,2,Detached,1850,0.5274442651901852,"balcony, garden, near_tube, parking",235811.0
Camden,785.0,1,3,Flat,1938,1.4752578295895722,"balcony, garage, garden, gym, study",810421.0
Bromley,1022.0,3,3,Flat,1927,0.7799116318496557,"cellar, ensuite, near_tube, parking",1231270.0
Waltham Forest,707.0,4,2,Flat,1911,3.7216567952204302,"balcony, loft",231780.0
Barnet,690.0,3,3,Terraced,1965,0.5697298162311139,loft,477771.0
Hammersmith and Fulham,446.0,4,1,Flat,1981,1.6632330261225288,"cellar, concierge, garden, new_build, river_view, study",120000.0
Hillingdon,678.0,1,3,Terraced,1895,0.653737754705287,"gym, loft, park_view",120000.0
Islington,1203.0,1,1,Flat,1937,1.0694913310604588,"balcony, garden",1800293.0
Lambeth,877.0,2,3,Terraced,1938,0.2736946297587094,concierge,846849.0
Islington,628.0,2,3,Maisonette,1938,1.4854134517962692,"balcony, concierge, loft, park_view, study",170727.0
Richmond upon Thames,1221.0,5,1,Flat,1920,2.164506899933493,"concierge, garden, lift, park_view, parking, river_view",2030994.0
Barking and Dagenham,674.0,5,1,Terraced,1886,0.22512720845025808,"balcony, cellar, ensuite, garden, parking, study",120000.0
Ealing,1276.0,3,3,Terraced,1879,0.46520129715975334,"cellar, garage, gym, lift, loft, river_view",1946257.0
Haringey,1271.0,3,3,Flat,1855,2.007487199574898,"balcony, parking",1952377.0
